i theta vel
444 0.4725058094887419 -6.48591146125798
445 6.174388229935973 -6.2893400860442545
446 3.9935540008211894 -7.496622380574601
447 0.5687370169406726 -6.490428757763283
448 6.128378813077885 -6.238197526369668
449 3.5129496246929155 -7.7384290952121315
450 6.141538119110218 -6.206938397084759
451 4.993476123404615 -6.628323944684672
452 6.076874153768847 -6.173727412849418
453 2.298068120546404 -7.659413368117905
454 2.326564355441678 -7.657332551696119
455 5.103469944584121 -6.48875287134323
456 1.7780883226470559 -7.280055354336478
457 5.02020656127693 -6.516228399110273
458 2.705813100056965 -7.719282949139506
459 1.0534053618170014 -6.642359557101188
460 0.4870675475582609 -6.240672699196766
461 5.187817669708528 -6.3417905346353525
462 1.7726402273626936 -7.18371808062881
463 4.079215826078091 -7.171013037435875
464 2.6976408821599023 -7.626933994119553
465 4.906174783973961 -6.480279563775383
466 4.77044704444039 -6.570958046014814
467 3.5036065486173853 -7.468208902299488
468 6.133207418317103 -5.931866329036724
469 1.2270470279954546 -6.633274151976815
470 0.4996458085506558 -6.098011293917546
471 6.168207198980934 -5.8901130018338765
472 1.5924416459819781 -6.89269676184696
473 2.8847502014918014 -7.515505432746384
474 3.483505035291442 -7.375988311490881
475 2.627707043548505 -7.451220633339014
476 3.337945436001875 -7.4036734365409504
477 6.115227462197028 -5.801645243280548
478 2.9702626456207386 -7.444222589364568
479 3.0102082352415183 -7.42803095466532
480 4.575797909781976 -6.528988477939955
481 6.003471806710469 -5.747817578073807
482 2.1089317922454276 -7.126299074687012
483 0.04069628110988258 -5.741356906938492
484 4.0247932832851125 -6.912495548875479
485 2.4749589333652 -7.264866671883263
486 1.8985889014325557 -6.931066353368562
487 4.0760462350402875 -6.833923465387514
488 0.6229195932011942 -5.915353547174341
489 4.031827396237142 -6.839930209613828
490 3.1401776815277542 -7.261555048404646
491 3.9011171353699226 -6.905867522576176
492 0.628981630318703 -5.865186418852682
493 0.6554953384572584 -5.8683599763603995
494 2.8723215014566033 -7.2260302398726415
495 0.5602747983965746 -5.784457033175245
496 5.825406781495891 -5.570838946773155
497 1.3661816389342318 -6.35990606406963
498 4.350700990018216 -6.4734251705820345
499 5.290632696239856 -5.751054200418788
500 1.7798733890894978 -6.656504008457821
501 1.3542357652881007 -6.297832821730603
502 1.3889866859477087 -6.313984655113534
503 3.545816606755222 -6.958270758945951
504 1.3059916572174721 -6.2190106558804255
505 5.475690053600516 -5.576642188160484
506 5.546750772124501 -5.532285817409397
507 3.842677856716836 -6.739458911397588
508 3.4385083558319085 -6.942840170587605
509 1.5045859101919647 -6.321394199379859
510 2.366735720544358 -6.894772501912006
511 4.543939199685088 -6.152116562849756
512 5.889790187523179 -5.3565255657777096
513 3.6167237964394023 -6.798799493313867
514 2.12764424380565 -6.719783656061794
515 0.10593775609602166 -5.341263170637368
516 0.6618419554919502 -5.5797494545594395
517 0.7127673234789078 -5.600495871974916
518 5.9056808790547946 -5.281375038603959
519 0.8764160264349083 -5.690649731269691
520 2.504426528302183 -6.827405688632093
521 0.5006090601190597 -5.425276336648903
522 2.590440088335067 -6.830392088317087
523 0.4349103523119989 -5.36781386079892
524 4.919228330621105 -5.697784566836109
525 4.369502245796764 -6.12863943321186
526 1.3844564410549562 -6.015359092865398
527 0.5332690146436168 -5.372375729420746
528 3.376787258288823 -6.727239292166516
529 0.8419605335449593 -5.547528729821115
530 4.142067074005772 -6.252020704588585
531 1.7620563483655518 -6.264317376467349
532 3.3894649778868824 -6.677004270914775
533 2.3031938482132324 -6.591483376082142
534 1.0552379646885908 -5.652160626159056
535 1.7164036314185014 -6.1831233581524545
536 6.16453793301623 -5.061285581237475
537 3.081597994942323 -6.696546681618198
538 5.338410539901177 -5.258894395545464
539 2.695499168364169 -6.660318431767017
540 0.6886214482105113 -5.317869054825155
541 2.900638866267424 -6.661022954979347
542 3.645144363364148 -6.449837611173513
543 1.7330755912661684 -6.10681828783732
544 1.0665909411574641 -5.549479242629121
545 6.054670542730486 -4.960349722031965
546 4.287902800790975 -5.960701444563661
547 6.282682812923429 -4.9533282678652615
548 2.9051166114732943 -6.585083155193969
549 4.048070904138273 -6.114185976398858
550 4.223136049644094 -5.969686158172904
551 5.855597605264162 -4.918421043642785
552 5.399698437848814 -5.074607953800952
553 5.44167228107965 -5.042634736409321
554 0.5107129450368604 -5.060647504202947
555 2.7232033106276448 -6.492869267105004
556 3.672586132109555 -6.286053642724764
557 2.9152103938340534 -6.49028974963676
558 5.929858063083379 -4.833041236588711
559 0.17958310451002735 -4.8680561553358395
560 4.674599756355894 -5.498565506865471
561 5.767617663493063 -4.834569371919327
562 5.331653630232756 -5.008502639916186
563 3.7525872732401915 -6.168252969675134
564 5.970294302518868 -4.766927116325393
565 1.9822773873844497 -6.0573100638597595
566 0.26364850115355387 -4.824542768076303
567 4.027447041558283 -5.944385279738371
568 3.4861980006392463 -6.2563053553526995
569 1.9435944280729622 -5.990187713645263
570 0.6828741465692642 -4.998199211346293
571 3.006769971530947 -6.346512187499111
572 3.215967660350131 -6.306479591051842
573 2.431714997959548 -6.225263160429172
574 3.3200175160046577 -6.2588927687291696
575 3.2753277270792434 -6.262208686223429
576 5.077319178285305 -5.031811898980317
577 4.762527999626435 -5.259580377779093
578 6.240120036837417 -4.631040396138378
579 3.5605393642710195 -6.115052850025569
580 3.438103973569833 -6.15928618936519
581 1.0203979524373363 -5.132836117672672
582 3.496963273492957 -6.115705880523549
583 3.1296151477598233 -6.217066968939475
584 5.750308512977036 -4.613605291589914
585 4.559720309336234 -5.348524887123214
586 2.404192690430788 -6.088545543622674
587 2.5305117968188844 -6.126803245817563
588 5.479912899356266 -4.678800622095726
589 4.449811663568341 -5.401708713944875
590 4.504367315245233 -5.3476901016804845
591 6.271449481551756 -4.512321746800703
592 2.2451132389646498 -5.95617049185701
593 4.665112816888357 -5.188543086038932
594 0.05404704335264376 -4.496016154413248
595 5.4559969848493175 -4.626141131134717
596 3.1771583453129812 -6.088193866460334
597 5.593944694257986 -4.546694738646001
598 6.101540870483297 -4.4356724864359975
599 0.733683824158011 -4.755714642898554
600 3.7931554344729577 -5.792510355634525
601 3.5618718179629463 -5.911490947230129
602 1.7735593305348603 -5.551951291923642
603 0.10578444230851773 -4.426106336766889
604 3.443544181589493 -5.937033548971898
605 0.2395568305676552 -4.447441465465355
606 5.297149951834637 -4.614293851600317
607 2.1990487372962844 -5.795480833455573
608 0.03569706783174744 -4.367206839561191
609 2.2203823179901407 -5.789807020416507
610 4.787949850692044 -4.939349720739035
611 0.37233638429187005 -4.447075864694008
612 1.7454870500175996 -5.4419535068988
613 3.235896846269176 -5.925530837298573
614 4.4007528044117885 -5.220660053346505
615 5.324708279124981 -4.520769473693987
616 1.044410527591042 -4.833735169092573
617 3.354122985415226 -5.857552043139254
618 4.666614755761188 -4.968979553144285
619 5.885490122948879 -4.271221982923659
620 5.665748692684597 -4.320231370325547
621 0.5700402294544088 -4.462117838032749
622 2.235302088291882 -5.686559913414186
623 5.297076993058119 -4.46983961002379
624 1.769276260153627 -5.358156122565034
625 4.663469863598537 -4.913497542631906
626 1.2481034228584116 -4.914624190092507
627 0.7827298446456592 -4.546654850355979
628 1.0786423524780835 -4.759933380849426
629 3.974264966417611 -5.425748788253934
630 0.38121744601264584 -4.290939105619747
631 1.8695345819243134 -5.375882222951064
632 0.2730522121495365 -4.230564321681438
633 2.4465909765536593 -5.6953196448551475
634 4.288905055697091 -5.146644502776444
635 0.2994932429099142 -4.216302759766139
636 0.7701005700299773 -4.464596390373782
637 5.832353015608213 -4.134510255861717
638 1.9545053467684579 -5.380245463671757
639 4.23784377303555 -5.147719939817824
640 1.8410768047645194 -5.282269473285602
641 6.2497738279908175 -4.0827533271951335
642 4.930049994925144 -4.567289809326795
643 3.313295078420839 -5.6594355065175295
644 1.7925843697846342 -5.214039711726442
645 4.4608854614972335 -4.920665803948081
646 0.32893555552243425 -4.141016751731496
647 4.679175503845391 -4.726392384389107
648 5.331154973571337 -4.251130487467685
649 4.20870016800205 -5.093337669780471
650 1.0796388472022551 -4.585199711004993
651 2.289003908796644 -5.482147847893731
652 1.7022456225752602 -5.081641950187698
653 3.889774398768535 -5.296244262786511
654 4.960951146628114 -4.452400540053448
655 5.18081528760725 -4.290441726295274
656 5.571912141352743 -4.071095238721473
657 0.954598376668128 -4.434337895564335
658 5.0971728659988 -4.324426681052415
659 4.133857558506603 -5.07619860907718
660 5.449454940507292 -4.097465545797241
661 0.14706618627291737 -3.9653534533263812
662 0.6849623584734358 -4.2074682530880825
663 5.798820849416415 -3.9437538536843375
664 6.096407818766549 -3.8987816421080232
665 5.2642106758526594 -4.163922801303137
666 2.755143473485646 -5.527365900194626
667 6.1436197993104775 -3.877575792661971
668 3.2553259489152673 -5.487786738719938
669 0.5733562178326822 -4.088476906286816
670 5.297953728380055 -4.107547027683514
671 6.009825592992254 -3.8514842742451014
672 0.3003231326260161 -3.9352116186095007
673 0.7947467686589336 -4.200139326187014
674 3.0742809617645275 -5.477468699598914
675 5.184843671276124 -4.14244941780358
676 1.4364377786601257 -4.686572288122713
677 5.976609809564606 -3.811782535756371
678 6.037018268845586 -3.799947297367891
679 2.5313159765855118 -5.378984448631192
680 5.591557392575748 -3.8897142823683897
681 4.63386594566901 -4.5157656916844635
682 3.668142081018749 -5.221678646843428
683 4.411694661946972 -4.6842539348045555
684 1.8527798436311902 -4.963503201578485
685 2.167339214809127 -5.16747223972547
686 2.7527946113151733 -5.385111531389797
687 3.123861881582188 -5.380408111993357
688 0.9943067181035521 -4.241147588459901
689 5.6246877173345196 -3.8148013208804215
690 3.0510361374565176 -5.368474039631983
691 0.5983221723265156 -3.948017247714938
692 3.8195035562986304 -5.064403907777206
693 3.6691488393355454 -5.146187056947879
694 1.4034407799108333 -4.533769238073817
695 0.2204133958479847 -3.7468602935967916
696 1.3077135183161988 -4.440295706490076
697 5.5986959835533545 -3.7711836387552258
698 5.565699391466993 -3.7781046391191455
699 0.7205821220262775 -3.9700123284487376
700 1.4272945866579858 -4.513359891826676
701 5.948702367432231 -3.6514706370488277
702 1.4069422690711368 -4.4830629332576954
703 3.7667673624513234 -5.02409923342233
704 0.2986280694821974 -3.714717258149314
705 4.3648722022055955 -4.57563952387338
706 3.961716640850339 -4.877605667198488
707 5.315242274348297 -3.8459702612552986
708 4.576698514922973 -4.382738959941584
709 1.741605849186824 -4.710395983147816
710 0.5502316110011141 -3.794367303469852
711 2.945224951601132 -5.2344128899377065
712 2.1454638906491104 -4.974099582278201
713 5.485425230777211 -3.717044742510894
714 4.517430157736439 -4.39329757143229
