i R \phi
2793 0.3566071850233583 1.3989354108146963
2794 0.3558742547992846 1.3986725114024634
2795 0.3554136913637308 1.3971821420002921
2796 0.3551364847355875 1.3942979087362084
2797 0.356405307017532 1.395553078976292
2798 0.3563863079889685 1.4010337446235883
2799 0.35599151006201757 1.4045786937336942
2800 0.3550334411312907 1.4099447086191073
2801 0.35500361190061436 1.410003649120801
2802 0.35403275801382283 1.414051294502205
2803 0.35388799484443834 1.4134692957052728
2804 0.3543431729064641 1.4151263823956675
2805 0.3537470175924477 1.415665854429261
2806 0.3541513542438825 1.4168603129781399
2807 0.35371737989305896 1.4175789537211856
2808 0.35308803428211455 1.419061950021614
2809 0.3532291823654909 1.4168258833996403
2810 0.3529101928427497 1.414284028345741
2811 0.35264238526281333 1.4120772597478513
2812 0.35383417360609687 1.408044048525487
2813 0.3551777910614699 1.4122786420032323
2814 0.3551441946567448 1.4163460489792539
2815 0.3551024876016562 1.4138079961413783
2816 0.3539720737434779 1.4093162180895173
2817 0.35335373309936957 1.400380154050875
2818 0.35346284291488594 1.4010722984322486
2819 0.3530677250621033 1.402135614508231
2820 0.3526411928058321 1.3993152620943607
2821 0.352955752885553 1.4025668841538104
2822 0.3546908300703546 1.4044705939462159
2823 0.35584205855821727 1.3999474048790923
2824 0.35524152610595666 1.4024706311703494
2825 0.356409189425778 1.4010932719299332
2826 0.35728596789873257 1.4056010044391873
2827 0.35776801630251154 1.4064225568310014
2828 0.35744084303202767 1.3992617892544912
2829 0.3559264955118149 1.3982100277484382
2830 0.3556531130588883 1.4020098438483113
2831 0.3556966978871395 1.40224445347284
2832 0.3547494127366665 1.4056707201302057
2833 0.3553140773332233 1.4121440106637648
2834 0.35629728532401095 1.415940646100587
2835 0.3562559275358149 1.4139695643378467
2836 0.35706971348665845 1.4139849304983836
2837 0.3570997162726935 1.4162872387424004
2838 0.35672912745708546 1.4123950099962628
2839 0.356820590836433 1.4122396368341399
2840 0.3582761489485709 1.411516373395049
2841 0.3592711969968317 1.4101862532829774
2842 0.3591964788379057 1.4076703262362695
2843 0.36045533989583106 1.4108487731531791
2844 0.36088034586290435 1.4064278214677113
2845 0.36031890293377683 1.407702954495
2846 0.36215296024991384 1.4032531236424641
2847 0.36303103100820844 1.4051884992664778
2848 0.3622143865162109 1.4045996251066233
2849 0.3609975084529084 1.4039354545681055
2850 0.36161054406448717 1.4041407658489706
2851 0.3614869879751332 1.406210450580901
2852 0.36283833518087755 1.4041803142183804
2853 0.362214075854082 1.4063050596294504
2854 0.36162988099414833 1.405679652580261
2855 0.3621128474587661 1.406952241883657
2856 0.3623883743286996 1.4147376781155785
2857 0.36334760250408366 1.4128677411093373
2858 0.36250574880770187 1.416225626315162
2859 0.36286898353014735 1.4153935679428131
2860 0.36251718248367454 1.4162032465193493
2861 0.36319092416361193 1.4197791911310063
2862 0.3632979500473767 1.4206193203246822
2863 0.36345519558772643 1.4173764736453056
2864 0.3626678791341191 1.4188265140638756
2865 0.36310503069677796 1.4147466545723568
2866 0.3631297265710122 1.4169108913885524
2867 0.3626292597637659 1.4188075931673387
2868 0.363436247743608 1.4152009928614673
2869 0.3618171989267725 1.412720072980962
2870 0.36217396987200845 1.4125761857430976
2871 0.3619224451594124 1.4109914137824167
2872 0.3619884967903737 1.4110965539631661
2873 0.3630004013873854 1.4102592920588044
2874 0.3633983510670686 1.4102649754016365
2875 0.3640877534139859 1.4115282605991382
2876 0.36363329918644294 1.41557629957239
2877 0.36456531025931443 1.4171785844085234
2878 0.3640083177628214 1.4153425570002933
2879 0.3635877948933517 1.4155307612883148
2880 0.3625188812614978 1.4141346119790024
2881 0.3627949913701018 1.4098180631230148
2882 0.3628049585711731 1.413180853837859
2883 0.36292560164082116 1.4135718689427863
2884 0.3639149036202082 1.4118476073872748
2885 0.3639013639520843 1.4139856616414714
2886 0.36554728817041926 1.412645445275001
2887 0.36469188837072813 1.4136916571699158
2888 0.3641377949178333 1.4183948047646895
2889 0.3634015203956755 1.4154873157090375
2890 0.3627007022032098 1.4169750264208778
2891 0.3631905744728151 1.420215721866269
2892 0.3644190070875804 1.421987331399445
2893 0.3649343988715537 1.4211974158324454
2894 0.36419636832093666 1.4184040193065692
2895 0.3654246355945721 1.4206515154204373
2896 0.3641078438204619 1.4173454871547526
2897 0.3642319323556298 1.4088782096492016
2898 0.36491035431592156 1.4089262357075814
2899 0.366427211687534 1.4123288027133925
2900 0.36735535572172706 1.4075090536925354
2901 0.3670674850451848 1.411147986711243
2902 0.3696735799575947 1.4094070630698634
2903 0.36896048590886976 1.410444240182053
2904 0.3694072846235048 1.4075865649860673
2905 0.36955776683284536 1.4062434446529646
2906 0.3702807080821761 1.4037137940911124
2907 0.3691631129223547 1.4056657496546436
2908 0.3684755620904214 1.4037608191056197
2909 0.36726675106835943 1.4113254332009448
2910 0.3674776447256792 1.4170710324204328
2911 0.3692252012217666 1.4182108400935476
2912 0.36903267496311176 1.4157406386829314
2913 0.36903558244411006 1.4122622131412463
2914 0.36729112108393197 1.4129618990151154
2915 0.36820357724458447 1.4108654301740204
2916 0.36805400989065845 1.413175858630152
2917 0.3676241912741821 1.413952754845001
2918 0.36703769242712686 1.4176264069649502
2919 0.36677324250541815 1.4207473712862315
2920 0.3679968554329276 1.4187091647834296
2921 0.3681852503332712 1.4094480985953353
2922 0.36838863839993824 1.4108153857836074
2923 0.3682918898608358 1.4078573054574817
2924 0.36869712659005677 1.4100794516985198
2925 0.3679485420429069 1.413542067537879
2926 0.3679905321067997 1.4129710117838483
2927 0.3687474140038542 1.4157820950753068
2928 0.3682839995611564 1.42269224765882
2929 0.3681752714517626 1.4221503772511175
2930 0.36550544482556097 1.4242764058835513
2931 0.36466090533700357 1.4268009946354618
2932 0.36460639251420707 1.4298843438222943
2933 0.36532979183235476 1.4319779195020714
2934 0.36565283705135954 1.4305131053953377
2935 0.36502614272723566 1.4292263659683355
2936 0.364133374622139 1.4288861428952284
2937 0.36353473157142313 1.4277255817906602
2938 0.3637194034226236 1.4291162297832058
2939 0.3641062155601269 1.4294765289472742
2940 0.3655780236016802 1.4314713635174705
2941 0.3654040850299711 1.4382452009618472
2942 0.36615903227922486 1.4359699072985708
2943 0.365910890619644 1.435344787708442
2944 0.36534564913567347 1.4383169221847583
2945 0.3643754382266855 1.4369082927566474
2946 0.36250824490070216 1.4381978634071428
2947 0.36296341371640467 1.4392052995072089
2948 0.36262462699195985 1.438498056186403
2949 0.36249542353583253 1.4404518338461365
2950 0.3626770428547766 1.444367548523994
2951 0.36312778590883105 1.443724507552401
2952 0.3632039651667662 1.4402475787219646
2953 0.363357855849997 1.4419366782630203
2954 0.36279943803571113 1.4481003159772088
2955 0.360479264940533 1.4501943408805513
2956 0.35885003461617904 1.4535323501453015
2957 0.35874840744269254 1.4551409837119837
2958 0.35927104890343825 1.449697598589119
2959 0.35784816507902234 1.4536639177765776
2960 0.3573154497870059 1.4516012714837971
2961 0.3569361273738207 1.451201162091247
2962 0.35599367966974366 1.4470584519299612
2963 0.3552511928592698 1.4471232672639813
2964 0.35524990377743315 1.4490274545091473
2965 0.35434166489946145 1.4540583149960327
2966 0.3544619168103074 1.4482193056462629
2967 0.3549142700407826 1.4515492005208404
2968 0.35495584380228323 1.4548393437396625
2969 0.35502891801662434 1.4497293697760019
2970 0.35636367636900734 1.4467593721661456
2971 0.35907241454293337 1.4499613813230006
2972 0.3609934397253069 1.4552018345340734
2973 0.3612949723707322 1.4574767776261905
2974 0.3616692473180771 1.4555052570105356
2975 0.3621246339739584 1.4517985302812197
2976 0.36221239225840723 1.4538383997497117
2977 0.3626591818139789 1.452598076813296
2978 0.3615626596332662 1.457186715918494
2979 0.3616689594502267 1.456681531465401
2980 0.36072448949390384 1.4603573548171065
2981 0.3596301721457379 1.4631715766850488
2982 0.359121649666802 1.4649549369052406
2983 0.35829440179592553 1.4662043410369143
2984 0.3577007453572836 1.4657505651551042
2985 0.35708397570101374 1.4581375918831028
2986 0.35743062091991074 1.4609740466325372
2987 0.3584776189555925 1.462216527156273
2988 0.3592637748670254 1.4637015222444671
2989 0.35921958576499685 1.4623680802784707
2990 0.3580498737256843 1.4660560725820129
2991 0.35748430301203893 1.4704470529937326
2992 0.3575624320016493 1.472914073031816
2993 0.3578342959192933 1.476657375647748
2994 0.3567340657418898 1.4762975768234474
2995 0.35670900131032407 1.4765555731879276
2996 0.3565335081194305 1.4801376000797568
2997 0.35616128829211574 1.4790758134103688
2998 0.35541199875480306 1.4760998834664163
2999 0.3539888480089666 1.4820294462595016
3000 0.35328428217327423 1.4812690256430645
3001 0.3526433125874306 1.4802184973937327
3002 0.35345672053766564 1.4802410712294278
3003 0.3538166736446896 1.477727639654513
3004 0.35505811774262264 1.4766130936713466
3005 0.3549288556364729 1.4821391123978196
3006 0.35561990634202734 1.4840919016327467
3007 0.35611923777349863 1.4849274406003934
3008 0.3564681377257871 1.4885087661533711
3009 0.35697185012177207 1.4861777874463704
3010 0.3541921621897756 1.487309794942582
3011 0.3528111407795925 1.4882505058831563
3012 0.3519875567775653 1.4912284812712098
3013 0.35301527972116653 1.4943639957751835
3014 0.35253608309142864 1.4882847894623836
3015 0.3523092247352076 1.485080793958445
3016 0.35401964433235417 1.4828098644178223
3017 0.35442342180242536 1.4844022497209957
3018 0.35448632667542596 1.4861156936666862
3019 0.35418396743024816 1.4883552054755742
3020 0.3548187901783597 1.4860752922010143
3021 0.35348723092168166 1.4849840524815512
3022 0.35403433940535256 1.4806192510663894
3023 0.3528039400428604 1.4836200998724864
3024 0.3516525724064129 1.4799556079605871
3025 0.3512464771218513 1.4813663994962807
3026 0.35185644752410417 1.4820438151316944
3027 0.3522301664039621 1.4807720024722022
3028 0.35120969201970526 1.4799917952116655
3029 0.35281068074693617 1.4823430233479586
3030 0.35314184624378747 1.4872161459832542
3031 0.3543585244855553 1.4842697997257557
3032 0.354476958460876 1.4804282496033472
3033 0.35479062845718873 1.4809424440462913
3034 0.3549600960225915 1.4811334917642296
3035 0.3549663873434886 1.4807695011668596
3036 0.35558667538181093 1.4860910926939963
3037 0.35504425327402994 1.4863462289916174
3038 0.3558675984386088 1.4880339253262542
3039 0.35468958510254245 1.4861703763635232
3040 0.3544907193602359 1.485145069813462
3041 0.3548693913355496 1.4802985209905783
3042 0.354751289823599 1.4819320541037926
3043 0.3556156052763511 1.4758735679586177
3044 0.35625407192645686 1.4796056818052215
3045 0.35753344613935206 1.4850979934855904
3046 0.35712185559206017 1.4827188181900957
3047 0.3584316487159464 1.4793706207436212
3048 0.358474828136264 1.4840079911043473
3049 0.35918179805023764 1.4837043003435466
3050 0.35940124596826745 1.4866379274511563
3051 0.3608578517251755 1.4881634169539697
3052 0.36180916491787385 1.4894797726548563
3053 0.362136202204161 1.4904767229072522
3054 0.3636392298098511 1.4874052025206506
3055 0.36337876849857664 1.4897821098720838
3056 0.3652774934710957 1.4893192239852993
3057 0.36514538603384855 1.4940075115454987
3058 0.3658218134367219 1.4925406093604403
3059 0.36561585397962937 1.4916889946927565
3060 0.365545684536309 1.4920626628982996
3061 0.3656074510272953 1.4907084189452875
3062 0.3652585143640885 1.4865529549888339
3063 0.36651824413689243 1.4837530183100356
3064 0.36673233228321284 1.48453488242548
3065 0.36758969729243707 1.4876357161811338
3066 0.36655906104887664 1.4862756351293585
3067 0.3666483468796231 1.4872060602333532
3068 0.36772042911526365 1.4893283686404075
3069 0.3680952011992413 1.489058651019199
3070 0.36697755645674895 1.492007940920588
3071 0.3658188739449225 1.4931749124680185
3072 0.36581040707467016 1.4935866225010217
3073 0.3644347678716199 1.4930645699817273
3074 0.3642036481846867 1.4903257548476536
3075 0.3627489367545347 1.489205346645878
3076 0.36164255310464205 1.4838804610230198
3077 0.36183151133085695 1.4826835289612785
3078 0.36414147511776945 1.4802937897116404
3079 0.36422993241079066 1.4837496869537903
3080 0.3630922016582025 1.4835066751168267
3081 0.3633898614222571 1.4853561468521155
3082 0.36195875504607034 1.4863427426583082
3083 0.3617624379218157 1.481942948017971
3084 0.36276852489128353 1.481954875163539
3085 0.3641125170402991 1.4864334347919745
3086 0.3636280208408622 1.4819166594461177
3087 0.3625398105952891 1.4818854542920636
3088 0.36251765192604163 1.481673541137173
3089 0.3618539769817956 1.479132790638812
3090 0.36220835983948896 1.4787746540793318
3091 0.3616818670002847 1.4796953804928374
3092 0.3614429929498526 1.4829738455676706
3093 0.36148082624875205 1.4840813562186204
3094 0.3602990959192314 1.4884767744860663
3095 0.35857759323047655 1.4877216968899143
3096 0.3578260670714079 1.4879687312366012
3097 0.3580409298092776 1.4863780678837895
3098 0.35770440811057075 1.4832077917184543
3099 0.3582831582487446 1.4804268031187826
3100 0.3585218151722856 1.4825436866507609
3101 0.3595193076913697 1.4794835485897062
3102 0.360708829937776 1.4868360932532987
3103 0.36198510287366215 1.4871683498162378
3104 0.3605131520467692 1.4913264694593464
3105 0.35977410917647434 1.489586419965038
3106 0.3601074991677888 1.4921199365587723
3107 0.35977939686111565 1.4944071683990767
3108 0.359824033845296 1.491317740205816
3109 0.3599713578779397 1.4895499143022393
3110 0.3600988964679122 1.4886981006116133
3111 0.3596797112621876 1.4858597187276381
3112 0.35934917354894164 1.4822854758187696
3113 0.35951553166950534 1.483911333328011
3114 0.3600606291873034 1.4839498963815585
3115 0.360432297081737 1.481275563472183
3116 0.3598182363312553 1.4773917162268508
3117 0.3589411903994178 1.4822909701113813
3118 0.35887180410007613 1.4821527906301308
3119 0.35740380753295403 1.484700154865105
3120 0.3567756742418325 1.4786890689733736
3121 0.3560722150375997 1.4770508478751827
3122 0.35605734038985437 1.4805200670314755
3123 0.3572053868859676 1.4793965933240683
3124 0.35812010578930326 1.4770887646097752
3125 0.3576897463095695 1.4739903429883598
3126 0.35702969662678297 1.4732798396248559
3127 0.3581983464685807 1.4752843687266837
3128 0.35843171377149696 1.4756545809367996
3129 0.35894065123894126 1.4774916126733808
3130 0.3599711488399488 1.4773356836947795
3131 0.3602144195830704 1.478021442752433
3132 0.36133519485874077 1.47715199597897
3133 0.36378206228180715 1.4810615038508788
3134 0.3642379140649091 1.4841423116478227
3135 0.3628210655573819 1.4807655603662246
3136 0.3634337634951482 1.4832000177778
3137 0.3641746244225319 1.4843237174780473
3138 0.3648577440075028 1.4760901863572677
3139 0.3649382720041933 1.475315248405979
3140 0.365504476417496 1.47420989052931
3141 0.36406921415917004 1.476362467621428
3142 0.36377958188324366 1.4759430849977457
3143 0.36514767036350776 1.4723753808494804
3144 0.36489582616124194 1.472376460629548
3145 0.3657902460729759 1.4726460779444897
3146 0.3653936376462871 1.474183151761402
3147 0.3653482941864964 1.4730468890558182
3148 0.365510286343331 1.4682311664024936
3149 0.3663648704344295 1.4682918431838625
3150 0.36733312461754153 1.4660870917240112
3151 0.36793650149870677 1.463667489648775
3152 0.3687714269913729 1.4605665208340415
3153 0.3675747199915683 1.4597425457581112
3154 0.36719153248045594 1.464759458706671
3155 0.3663876931483002 1.4616847795578578
3156 0.36572422372256663 1.4624238265878395
3157 0.36609110355376395 1.4587884439413434
3158 0.36685873243371747 1.4609258628018411
3159 0.36609528029718147 1.45970080116616
3160 0.36461782326835296 1.457916964891796
3161 0.365816098869733 1.4543464070216747
3162 0.36530405303347674 1.4572187880498781
3163 0.3654205236744369 1.45566113788586
3164 0.365110863151317 1.4580201048390142
3165 0.3667063260227893 1.4571249866468519
3166 0.36673739973842473 1.4569738353305415
3167 0.36716853425536455 1.453457402311462
3168 0.36661420113024384 1.4572364504846178
3169 0.366596758057223 1.4601679210374081
3170 0.36883623174103747 1.4579154076550989
3171 0.368347820118321 1.4626787550834017
3172 0.3693018682665496 1.4601598232154231
3173 0.36828957965749065 1.4627588109115968
3174 0.3687588199051507 1.460524411204222
3175 0.3687440678789226 1.460818613135218
3176 0.36883830735201 1.4654859867313617
3177 0.3685768013937832 1.4639142924311308
3178 0.3678460766206119 1.4593900576623395
3179 0.3684656345279372 1.4608996128477152
3180 0.3667586061540003 1.4566689336792058
3181 0.3651228701034472 1.4597495602215145
3182 0.3645770202636336 1.4595778306878266
3183 0.36459136545587295 1.4585994576959704
3184 0.36287043191164764 1.4572866975011056
3185 0.3625339021509611 1.4592044367140247
3186 0.36192447837958697 1.4626353543363297
3187 0.3604677543398588 1.4599479034976208
3188 0.36139688460083536 1.4552473560120234
3189 0.36095312383532174 1.4505731368597776
3190 0.36072348465522464 1.4494730895254688
3191 0.3597965040957721 1.4568948615622475
3192 0.36055604890941784 1.456978819847565
3193 0.3595378585853322 1.454154661851299
3194 0.3596899648880786 1.4542139009205102
3195 0.36036572692660934 1.455516249917643
3196 0.3582727000471775 1.4539478714988057
3197 0.3575979013788924 1.4481819016884296
3198 0.357575337207831 1.4482313519145298
3199 0.359379856201725 1.4476898065918709
3200 0.35919392895950936 1.443720656605994
3201 0.3603554695358309 1.4389033257682873
3202 0.36082086497272664 1.437845543935812
3203 0.3610066831071859 1.442798198040409
3204 0.3623727641866346 1.4428786156435411
3205 0.36115673852032004 1.4475671236134986
3206 0.3608994364734435 1.4485458141550571
3207 0.36047811499904964 1.4452640927826745
3208 0.36073495232434805 1.4475155315283714
3209 0.36110424451814455 1.445488006730942
3210 0.36212263839943326 1.4472619135637657
3211 0.3616285459672174 1.4486466050158044
3212 0.36193036476294127 1.4435381411239043
3213 0.362617604124416 1.443808159711996
3214 0.3617476842469429 1.442012012270923
3215 0.361063560519358 1.4372755574316756
3216 0.3594837488192968 1.4419754783424568
3217 0.3599054694793213 1.439168401268033
3218 0.35810422765186484 1.445157694476737
3219 0.35923909801808 1.4431080133887375
3220 0.3598053730507316 1.444575535705524
3221 0.3593277260294698 1.4451713655551761
3222 0.359168507950378 1.448965861081377
3223 0.3586142097428226 1.4518151978987304
3224 0.3590852328637041 1.4544771849901412
3225 0.35919637270196475 1.456057160187414
3226 0.35941339320908683 1.4585547042212694
3227 0.3583875058394608 1.461435683177815
3228 0.3581965741183909 1.4639619147764422
3229 0.3579728996168123 1.4629022978826012
3230 0.35798362456366817 1.462757962298828
3231 0.3581638908081462 1.4636909049812603
3232 0.35655282158430635 1.4548907248410168
3233 0.35527028256244014 1.453497882885069
3234 0.3555871266383027 1.4547238557106792
3235 0.3557972076834868 1.4593741595741685
3236 0.3553034737297203 1.4578843269362702
3237 0.35598519375468357 1.4647986153120485
3238 0.3575305588222093 1.4657929940425445
3239 0.3574608191987961 1.4619719465139271
3240 0.3572206272028031 1.459286313601129
3241 0.35757511729415775 1.4546845831920565
3242 0.35763965215938487 1.4540819779581766
3243 0.35776620303236845 1.4594518337148799
3244 0.3594319881536692 1.455646009634899
3245 0.3581484217114808 1.4572526934882661
3246 0.3582253065072524 1.4507423889859707
3247 0.35936080656195474 1.4482230864057999
3248 0.3588157668443037 1.4492796625456985
3249 0.35896271893049125 1.4431642518173604
3250 0.35908200006570196 1.4433417244508595
3251 0.35967182863414393 1.4400249237285057
3252 0.3600201661558384 1.438630685164056
3253 0.361356473640002 1.4437645041771527
3254 0.3630084012180807 1.442886302955351
3255 0.3627493562433204 1.4405861212741142
3256 0.36231167737992276 1.4403128030098598
3257 0.3623817390931403 1.437928154384388
3258 0.36308165855010877 1.438224653640518
3259 0.3654700179832598 1.436062230820177
3260 0.3666508388317852 1.437045611076202
3261 0.3661945730421065 1.4354369094263593
3262 0.3658880612299975 1.4318639769930561
3263 0.3660459441023885 1.4296363083260972
3264 0.36583314223429525 1.426534859060647
3265 0.3652244192845499 1.425125252248883
3266 0.3643587174450599 1.4201588540512013
3267 0.3640435906480822 1.4236360865851145
3268 0.36559358620897314 1.4295711411019423
3269 0.3662829673070761 1.4322988905908638
3270 0.3666687599712397 1.4359676974425282
3271 0.3680497541289146 1.43743221382676
3272 0.36926157329899856 1.4392611828313893
3273 0.3697575399751405 1.4329453250346118
3274 0.3702130789334534 1.434412058062134
3275 0.3713216204350509 1.4350401328057583
3276 0.37177776030237736 1.4363400880807056
3277 0.371749145518674 1.4367752135696155
3278 0.37190364638725726 1.434424815572048
3279 0.37268898531197353 1.4347081390274716
3280 0.3720811423006067 1.4419643340741584
3281 0.3735434696060299 1.4352671402021553
3282 0.373036590425252 1.4404134892772584
3283 0.3735117066531979 1.4424369979860812
3284 0.37344839973121224 1.4400273927544722
3285 0.3717159794503001 1.4429184112570221
3286 0.3717098395721626 1.440140009267037
3287 0.3702149041082766 1.4408183445888727
3288 0.3699138368504788 1.4390662557334435
3289 0.37008677577846905 1.437934016258483
3290 0.3702444371531076 1.439086498783686
3291 0.36889156008114954 1.4386741753485695
3292 0.3684338625551786 1.4411888876016659
3293 0.3684349614922418 1.4451372095100141
3294 0.3681561877943119 1.4414249381456188
3295 0.36880010476287733 1.446658233013333
3296 0.3703947583240253 1.449681159305381
3297 0.3707915883841036 1.4532472763906419
3298 0.368833724588499 1.4519558648638522
3299 0.36870744191369326 1.4571334251169918
3300 0.36874444423596836 1.4571192826033756
3301 0.36889460771290916 1.4590112663757522
3302 0.37019465114804756 1.461736347318543
3303 0.3702610685168457 1.4647285052011199
3304 0.37033437866109675 1.4653055175561194
3305 0.3706398915063576 1.4655912262038644
3306 0.37228857834815376 1.4644398203667692
3307 0.3715983104954845 1.46593773543964
3308 0.3724137467921879 1.4650409685502659
3309 0.3723132975552902 1.4651543989964146
3310 0.37242690982132315 1.464567536958544
3311 0.3726151351709509 1.4639006963145207
3312 0.3714642993744813 1.4638817234058101
3313 0.37204544258375316 1.454655945009688
3314 0.37083683123969696 1.4569065269919235
3315 0.3718067045011735 1.4538499102551945
3316 0.3704015843560044 1.4530908066321577
3317 0.3692527073146116 1.454183181986006
3318 0.3695096343641401 1.4457953042748006
3319 0.3699587110673217 1.4452947631848876
3320 0.37047124497024914 1.444888286667622
3321 0.3700394420237301 1.4415611487600686
3322 0.36974930182135485 1.4491140681745744
3323 0.36993702352609076 1.4499386192123163
3324 0.37099978330705075 1.4471157003645077
3325 0.3690320441748303 1.4486317509330071
3326 0.3685990630634208 1.4485204542598706
3327 0.3673791570810353 1.4490308646074097
3328 0.3670224141082678 1.444562327679708
3329 0.36749176641130615 1.4414655859801992
3330 0.3674855973100692 1.4421494036779055
3331 0.3689198163792889 1.4420375607376656
3332 0.3683030763704225 1.445388624372014
3333 0.3696620927430535 1.4405571408046352
3334 0.36960276746111786 1.4361298377495368
3335 0.37088320211402465 1.4284351262854784
3336 0.37133709504879137 1.4262216005150559
3337 0.3716939819049768 1.4235580703556383
3338 0.37145403124435816 1.4248443291447548
3339 0.370806859220496 1.424539572263258
3340 0.3715373334375884 1.4249187093947406
3341 0.3703861367242544 1.4269315107607887
3342 0.370190965633364 1.4234867976205474
3343 0.368999933462064 1.417782911217766
3344 0.3694129158139804 1.4231801815753296
3345 0.36980723761300643 1.4253692902514532
3346 0.3680471418401063 1.4232406949542429
3347 0.3673672716321871 1.4208959094831388
3348 0.3676659152630666 1.4230942915869342
3349 0.3681673915323869 1.4283829782062347
3350 0.3687805838960542 1.4236884756108394
3351 0.37065880911915494 1.428345470262044
3352 0.3710304797723326 1.426258729751956
3353 0.3708074597073608 1.425397445954575
3354 0.3701753297145058 1.4299468445747494
3355 0.37102160740279194 1.4262809323630399
3356 0.37117560992799264 1.4217473598938846
3357 0.36914871345384653 1.4250984900984334
3358 0.3690771374417803 1.4202457309180867
3359 0.36612237963971006 1.4281811273442502
3360 0.3664465880876336 1.42836872100607
3361 0.3664757328928721 1.4299587788281944
3362 0.36594512973745585 1.4309044346624353
3363 0.36501367510475097 1.43050445167516
3364 0.3647654153771094 1.430414979400831
3365 0.3653327296795044 1.4307661818697555
3366 0.3643183965222815 1.430959349183861
3367 0.36375148171265587 1.4323184535050457
3368 0.3631617940182925 1.4374236293487537
3369 0.364361612195938 1.4371109338886894
3370 0.3645559147512838 1.4330434294258108
3371 0.3648434982505907 1.429624391463353
3372 0.36439172579341783 1.4318862657928133
3373 0.36488890312693645 1.4303711623222282
3374 0.36595233385380355 1.4298998469745041
3375 0.3656577263114098 1.4272341840793434
3376 0.36464329306627724 1.4310690265041477
3377 0.3634676928558227 1.4320316051075368
3378 0.36307993272833694 1.4353484969067758
3379 0.36325968545137344 1.4342075372072434
3380 0.3644370458789741 1.4330123609029928
3381 0.3651728767143901 1.4357878173116418
3382 0.36640548603038997 1.4295194704405525
3383 0.3665177607663911 1.4284507526331822
3384 0.3652816127558099 1.4312008477699159
3385 0.36437397737358096 1.430849536155633
3386 0.36221482272053906 1.431243396893839
3387 0.36233544298372583 1.425654736746198
3388 0.3629440401015806 1.4273789585069432
3389 0.3640324109649581 1.4280382294300362
3390 0.36506399908522047 1.4279042123486827
3391 0.36442745038060637 1.4326861146307077
3392 0.36502795941416255 1.4297868946452181
3393 0.36572069212164565 1.4290989155149318
3394 0.36573256573760615 1.4355692398627502
3395 0.36626080105681974 1.432955888385962
3396 0.3654440105211695 1.4379065318025674
3397 0.36443605809859786 1.4372372963473723
3398 0.36368463799812734 1.4349502691066949
3399 0.3635804486769269 1.4404864522955856
3400 0.3639743956526315 1.4431007961383124
3401 0.36362494960312325 1.4391968150668826
3402 0.3633213044995395 1.4400175003437954
3403 0.36425389695932686 1.4456444306106173
3404 0.3646667194528637 1.4464994958333703
3405 0.36435612590997696 1.4454196922688836
3406 0.3644269303011666 1.4469214783212665
3407 0.36431039447157304 1.4460632942042202
3408 0.3641140593043419 1.4453253346192185
3409 0.3647036069642721 1.4448789384564045
3410 0.3663398770961085 1.4426580510063804
3411 0.3671068154268355 1.4416042308491375
3412 0.36698038296387947 1.4372857002779273
3413 0.3661307300252773 1.441376001220987
3414 0.36502933724056785 1.438147654155337
3415 0.3636846278289591 1.4406632967446342
3416 0.3643514686098645 1.4394273157070456
3417 0.3654264483522673 1.4417531469926905
3418 0.3643448914383225 1.4392784470357034
3419 0.3635152791312539 1.433846778042331
3420 0.36468317246678 1.433809698136959
3421 0.364710963184567 1.4431913661509814
3422 0.36527590699055495 1.4451578263363023
3423 0.3645350602953869 1.4498574624953908
3424 0.3655606660868444 1.4466572741274262
3425 0.3662397334184387 1.4446830992344337
3426 0.3665884858761904 1.4474564777484702
3427 0.3674883304657699 1.4434637927052252
3428 0.3667568110148332 1.4477252044179718
3429 0.36760047975365406 1.4451610554148264
3430 0.3672052774941509 1.4464962965843002
3431 0.3665426133527414 1.4461363908445746
3432 0.365887192564533 1.4431410071823056
3433 0.3662047681495658 1.4451525815677533
3434 0.3655289430819019 1.4491072600400048
3435 0.36599227354492697 1.4460562755992508
3436 0.36634868797413966 1.4496396715954951
3437 0.36698402675395236 1.4500957980072091
3438 0.36807281943317344 1.4479822821977335
3439 0.3678227053230652 1.445823603501677
3440 0.36836172816592194 1.4451110854644411
3441 0.3680892997944012 1.4427534243378897
3442 0.36844936794505395 1.4457375714915106
3443 0.3673338257925971 1.4467195709037464
3444 0.36682222206922527 1.4426599412079866
3445 0.36729126782945487 1.4454278199209556
3446 0.3672777677359582 1.4494615453116
3447 0.3674554579203997 1.451117075916658
3448 0.36621078011060865 1.4568977730637784
3449 0.36631662944311216 1.459725577686882
3450 0.36506829576521593 1.4605991065524433
3451 0.3652105079726787 1.4576705870891509
3452 0.3639268907994779 1.4578484870412882
3453 0.3628188651196426 1.4571630634858777
3454 0.36339193259214764 1.4542157227206083
3455 0.3627672565348227 1.4562511592638943
3456 0.36318913189867075 1.4551300732153967
3457 0.36303731025597563 1.4577594688032631
3458 0.3641403667107983 1.4614342209245692
3459 0.364156215371893 1.4545652334995003
3460 0.36381062729372615 1.4546350073630945
3461 0.3634427709441987 1.4544074813317185
3462 0.3634910571349294 1.4521946970844957
3463 0.3628642742448692 1.4472403084195413
3464 0.3619975314088255 1.4411199608010419
3465 0.3622195158365644 1.4447480463326696
3466 0.36092941673670004 1.4457414012400156
3467 0.36052229427357685 1.4450753218651708
